id_pdc                , statut_pdc               , url_description_pdc                                                                                                                                                                                                                                                                                                             , last_updated             , coordonneesxy         , adresse_station                                  , code_insee_commune, arrondissement
FR*V75*EPX11*11*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX11*11*2     , 2025-09-25T06:35:56+00:00, "48.852573, 2.3830369", 27 Rue Faidherbe 75011 Paris                     ,                   , 11e Arrondissement
FR*V75*EPX04*01*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*01*3     , 2025-09-25T06:36:57+00:00, "48.854847, 2.3505278", 23 Quai aux Fleurs 75004 Paris                   ,                   , Paris centre
FR*V75*EPX17*17*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*17*1     , 2025-09-25T05:49:30+00:00, "48.887695, 2.3050365", 50 Boulevard Pereire 75017 Paris                 ,                   , 17e Arrondissement
FR*V75*EPX10*07*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*07*2     , 2025-09-25T06:26:03+00:00, "48.881493, 2.362957" , 24 Rue du Château Landon 75010 Paris             ,                   , 10e Arrondissement
FR*V75*EPX13*15*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*15*3     , 2025-09-25T06:27:58+00:00, "48.826233, 2.34245"  , 245 Rue de Tolbiac 75013 Paris                   ,                   , 13e Arrondissement
FR*V75*EPX19*05*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*05*4     , 2025-09-25T06:25:24+00:00, "48.8917, 2.3691"     , 126 Rue d'Aubervilliers 75019 Paris              ,                   , 19e Arrondissement
FR*V75*EPX12*02*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*02*2     , 2025-09-25T06:22:08+00:00, "48.83919, 2.387853"  , 2 Rue du Charolais 75012 Paris                   ,                   , 12e Arrondissement
FR*V75*EPX12*10*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*10*5     , 2025-09-25T06:04:50+00:00, "48.84071, 2.409631"  , 1 Avenue Émile Laurent 75012 Paris               ,                   , 12e Arrondissement
FR*V75*EPX12*10*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*10*4     , 2025-09-25T06:19:31+00:00, "48.84071, 2.409631"  , 1 Avenue Émile Laurent 75012 Paris               ,                   , 12e Arrondissement
FR*V75*EPX15*28*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*28*5     , 2025-09-25T06:19:03+00:00, "48.8373, 2.2787"     , 108 Rue Balard 75015 Paris                       ,                   , 15e Arrondissement
FR*V75*EPX02*06*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*06*5     , 2025-09-25T06:19:46+00:00, "48.869926, 2.3320835", 24 Rue de la Paix 75002 Paris                    ,                   , Paris centre
FR*V75*EPX02*07*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX02*07*4     , 2025-09-25T06:33:23+00:00, "48.870422, 2.3454537", 1 Rue d'Uzès 75002 Paris                         ,                   , Paris centre
FR*V75*EPX10*07*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX10*07*5     , 2025-09-25T05:41:57+00:00, "48.881493, 2.362957" , 24 Rue du Château Landon 75010 Paris             ,                   , 10e Arrondissement
FR*V75*EPX13*22*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX13*22*1     , 2025-09-25T05:31:12+00:00, "48.829895, 2.3587494", 67 Avenue Edisson 75013 PARIS                    ,                   , 13e Arrondissement
FR*V75*EPX15*03*1     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*03*1     , 2025-09-25T05:40:40+00:00, "48.845806, 2.3038075", 21 Rue Miollis 75015 Paris                       ,                   , 15e Arrondissement
FR*V75*EPX04*05*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX04*05*4     , 2025-09-25T05:40:56+00:00, "48.851254, 2.3564553", 36 Quai de Béthune 75004 Paris                   ,                   , Paris centre
FR*V75*EPX15*32*6     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*32*6     , 2025-09-25T05:36:34+00:00, "48.835197, 2.2914295", 15 Rue Olier 75015 Paris                         ,                   , 15e Arrondissement
FR*V75*EPX15*21*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*21*5     , 2025-09-25T02:39:15+00:00, "48.8287, 2.2989"     , 1 Rue Jean Sicard 75015 Paris                    ,                   , 15e Arrondissement
FR*V75*E9018*03*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9018*03*2     , 2025-09-25T03:31:36+00:00, "48.89767, 2.352758"  , 150 Rue des Poissonniers 75018 Paris             ,                   , 18e Arrondissement
FR*V75*E9019*04*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9019*04*3     , 2025-09-25T04:01:31+00:00, "48.88842, 2.388149"  , 9 Rue Adolphe Mille 75019 Paris                  ,                   , 19e Arrondissement
FR*V75*EPX19*09*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX19*09*5     , 2025-09-25T07:35:38+00:00, "48.8769, 2.3812"     , 16 Rue de Botzaris 75019 Paris                   ,                   , 19e Arrondissement
FR*V75*EPX05*04*5     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*04*5     , 2025-09-25T07:38:14+00:00, "48.84116, 2.352454"  , 99 Rue Monge 75005 Paris                         ,                   , 05e Arrondissement
FR*V75*E9016*01*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*E9016*01*2     , 2025-09-25T07:51:39+00:00, "48.876163, 2.286403" , 77 Avenue de la Grande Armée 75016 Paris         ,                   , 16e Arrondissement
FR*V75*EPX20*05*3     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX20*05*3     , 2025-09-25T07:55:26+00:00, "48.856915, 2.3941433", 158 Boulevard de Charonne 75020 Paris            ,                   , 20e Arrondissement
FR*V75*EPX15*26*4     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX15*26*4     , 2025-09-25T07:55:36+00:00, "48.8472, 2.2953"     , 143 Avenue Émile Zola 75015 Paris                ,                   , 15e Arrondissement
FR*V75*EPX16*04*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX16*04*4     , 2025-09-25T07:13:20+00:00, "48.850998, 2.2719011", 42 Rue Jean de la Fontaine 75016 Paris           ,                   , 16e Arrondissement
FR*V75*EPX08*14*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX08*14*5     , 2025-09-25T07:09:34+00:00, "48.87057, 2.301121"  , 44 Avenue George V 75008 Paris                   ,                   , 08e Arrondissement
FR*V75*EPX14*04*4     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX14*04*4     , 2025-09-25T07:12:28+00:00, "48.83273, 2.32608"   , 10 Rue Castagnou 75014 Paris                     ,                   , 14e Arrondissement
FR*V75*EPX17*11*2     , Disponible               , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*11*2     , 2025-09-25T07:12:31+00:00, "48.8867, 2.2955"     , 210 Rue de Courcelles 75017 Paris                ,                   , 17e Arrondissement
FR*V75*EPX05*07*2     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*07*2     , 2025-09-25T07:13:07+00:00, "48.851387, 2.3472476", 1 Rue Dante 75005 Paris                          ,                   , 05e Arrondissement
FR*V75*EPX12*09*1     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX12*09*1     , 2025-09-25T07:24:54+00:00, "48.84652, 2.3692153" , 20 Avenue Ledru Rollin 75012 Paris               ,                   , 12e Arrondissement
FR*V75*EPX05*14*3     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX05*14*3     , 2025-09-25T07:24:29+00:00, "48.839592, 2.3480084", 36 rue Claude bernard 75005 PARIS                ,                   , 05e Arrondissement
FR*V75*EPX17*25*5     , Occupé (en charge)       , https://parisdata.opendatasoft.com/explore/dataset/belib-points-de-recharge-pour-vehicules-electriques-donnees-statiques/table/?disjunctive.nbre_pdc&disjunctive.accessibilite&disjunctive.horaires_sav&disjunctive.postal_code&disjunctive.acces_recharge&disjunctive.type_prise&disjunctive.puiss_max&q=FR*V75*EPX17*25*5     , 2025-09-25T07:27:24+00:00, "48.882423, 2.2922037", 170 boulevard Pereire 75017 Paris                ,                   , 17e Arrondissement
